city,date,time,product_name,image_url,content_below_name,pieces,offer_percentage,actual_price,selling_price,delivery_time,ad_status,which_product
Chennai South 600041,21-12-2025,11:58:06 AM,Stag Iconic 2 Star High-Visibility Table Tennis Balls (Orange),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/1/24/06ed2e36-9e75-45a8-9e4b-699af86373db_826122_1.png",Vibrant Volley Spheres,3 pieces,7,141,130,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Godrej Aer Power Pocket Bathroom Freshener Assorted Pack,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/886f6ad443c59004134ed435384de5a2","Long-lasting Freshness, Portable Fragrance.",1 Piece,13,195,168,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,3 Roses Dust Tea,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/27/c31111f0-8c03-4049-a8c9-432205483764_856_1.png",Strong and flavorful CTC tea,100 g,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,"Jockey 1406 Women Cotton Hipsters (Pack of 3, Dark Assorted) - S","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/5/1b24bcd6-2104-4581-a547-4ef18229b148_40003_14.png",Soft hipsters with all-day comfort,1 Small,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Jockey 1529 Women Mid Waist Cotton Shorties (Black) - S,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/5/11ab8f68-eca5-4313-bb70-d46903e4d473_786561_2.png",,1 S,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Godrej Aer Room Freshener Spray for Home & Office - Cool Aqua,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/11/91676d8c-0f58-4857-928d-48080c37428a_10835_1.png",Air freshener spray with marine fragrance,200 ml,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Godrej Aer Room Freshener Spray for Home & Office - Jasmine Delight,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/11/6022509c-b650-424f-b652-c9faa00b5390_9335_1.png",Room freshener spray with a refreshing jasmine scent,200 ml,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,3 Roses Natural Care Tea,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/3/9/641c76d8-21d3-4395-b7a7-581eb37b7ba7_1873_1.png",Tea blend enriched with natural herbs,100 g,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,"Pigeon Favourite Induction Base Aluminium Pressure Cooker with Outer Lid (3 L, Silver)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/8/2/02a8da4f-4c49-401b-b108-8fef6da1aac5_64583_1.jpg",Sturdy kitchen essential,1 Piece,57,1395,599,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Party Propz 3D Paper Star Hanging for Decorations (Pack of 2),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/21/7a9d0e95-ff2d-494e-bb43-064eef037919_919802_4.png",Illuminate your celebrations with a celestial glow.,1 pack,83,599,99,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,"Nestle KitKat 3 Fingers, Choco Coated Wafer Bar","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/13/c8f6299b-32ff-499a-b9b8-1b3b9cacfc1d_1794_1.png",Classic 3-finger crispy chocolate wafer,28.5 g,12,25,22,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,The Whole Truth Double Cocoa Protein Bar (Date Sweetened),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/10/16/0b72df99-7fb7-40c8-a02c-e17716ec6f27_4873_1.png",2x the chocolate & date sweetened,52 g,2,90,88,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,3 Roses Natural Care Tea,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/3/9/03ecc720-6861-4094-8317-a9fe936e8d5a_8609_1.png",Black tea blended with natural herbs,250 g,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,"Bergner TriPro Tri-Ply Stainless Steel Kadai with Lid (24cm, 3.1 L, Induction Bottom)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/8/43ba0e80-a12e-45cb-b468-fa26a6b66b4c_791027_1.png",TriPly kadai: Culinary triple threat.,1 Piece,,2849,1029,Handpicked,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,"Jockey 8015 Men Cotton Rib Solid Trunks (Pack of 2, Deep Navy) - S","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/5/1ab5dff5-bbb0-4843-9ea7-dbd789976aea_69265_1.png",Soft and breathable everyday wear,1 S,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Godrej Aer Power Pocket Bathroom and Toilet Air Freshener (Lemon Tangy Delight),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/6/a7e4de42-7e1b-4829-ae8d-56ca96c52162_930618_1.png",Compact air freshener for bathrooms (Lemon),10 g,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,"Ganesh Plastic Manual Hand Press Bingo Push Chopper (725ml, 3 Blades, Assorted)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/9/7/2b160755-4422-48d9-9a51-f933b2b7e0c3_984963_6.png",Versatile manual food chopper,1 Piece,49,432,220,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,3 Roses Dust Tea,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/24/cd524518-7b0d-488f-b13e-85ef512fdc0b_2090_1.png",Strong and flavorful dust tea blend,250 g,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,"Jockey 8037 Men Cotton Solid Briefs (Pack of 2, Black) - S","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/5/18435a33-d734-49bb-a454-ee9f88339a32_53546_1.png",Classic cotton briefs with snug fit,1 S,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Godrej Aer Power Pocket Bathroom Freshener Assorted Pack,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/3/28/78e96188-54b5-4b45-85db-95611992663b_freshenerfragrance_K2NLGH7U61_MN.png",Compact gel freshener in assorted fragrances for bathroom,50 g,15,325,276,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Godrej Aer Power Pocket Bathroom Fragrance (Sea Breeze),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/9/26/e6ba8da8-0fea-472f-8fda-87f045af8dc2_50493_1.png",,10 g x 2,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Borges Olive Oil for Indian Cooking - 2 L,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/5/28/a49addb3-a734-43f9-bcb5-60ac462eda81_6155_1.png","Light & Versatile, Pure Olive Oil.",2 ltr,56,4200,1848,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,"Nan Pro Stage 3 Infant Follow-Up Formula Milk Powder After12 Months,Bag-In-Box Pack","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/20/8be92666-11ed-47ff-ac52-331ab86cce57_babyfood_0JHYKC7A5X_MN.png",Follow-up milk formula for toddlers,400 g,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Bajaj Frore 1200 mm 1 star Rated Ceiling Fans for Home|BEE stars Rated Energy Efficient Ceiling Fan|Rust Free Coating for Long Life |High Air Delivery |2-Yr Warranty Brown,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/3/26/7ac5d571-9117-4c20-804c-46537716dd2a_728563_1.png",Energy-efficient fan with strong air delivery,1 pack,61,3620,1380,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,"XYXX Grey & Black Men Trunk (Solid, Pack of 2) - M","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/11/20/6b971543-9029-4c2a-b988-d7b059a660bc_MY67NGFX2D_MN_20112025.jpg","Ultra-soft trunks, modern fit",1 Medium,7,538,499,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Godrej Aer Room Freshener Spray for Home & Office - Mystic Musk,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/11/15ed75bf-59ac-45b5-8169-e06e4ac4895f_53599_1.png",Musk-scented spray to eliminate smoke odours,200 ml,,,,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:06 AM,Hit Godrej Hit Anti Roach Gel Cockroach Killer 20 G,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/3/28/091a3890-9eca-4f6f-9696-2246c0ffa264_repellentsinsecticides_SHPJBSAKM8_MN.png",Targeted gel solution for cockroach control,20 g,10,220,198,9 MINS,Organic,Godrej 223 L 3 Star Convertible Freezer
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Marie Gold Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/c2e6ec0d-75bf-4985-af79-7a6ce190fd18_OVGDUAIX92_MN_17122025.png",Light and crisp tea-time digestive biscuits,250 g,7,40,37,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Biscuits Vita Marie Gold,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/1/24/871507da-2c70-42c0-a693-4713070b3126_21264_1.png",Light digestive biscuits with vitamins,248 g,4,45,43,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Vita Marie Gold Chai Time,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/0343ac91-6af9-4bdb-8e53-ea230dc45b86_B8KAQQV7F6_MN_17122025.png",Classic chai-time biscuit with added nutrition.,1000 g,6,144,134,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Sunfeast Marie Light Rich Taste,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/51127af3-044a-474f-b348-62c9ef2f7195_MOL5Y37VD5_MN_17122025.png",Sweetness Straight from Nature,956 g,28,150,107,,Ad,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Good Day Fruit & Nut Cookies | Zero Trans Fat & Britannia Vita Marie Gold Chai Time,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/4/d6db0ae1-57f9-4610-8b9a-3e3eb89790c6_VC_GO4AE2NO5.png",,1 Combo,25,324,241,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Marie Gold,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/jskdqju8uukyjlzepkcy",Classic light tea biscuits by Britannia,1.05 kg x 2,12,290,254,SOLD OUT,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Sunfeast Marie Light Rich Taste Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/e8128086-0da0-466d-864f-790ab806122f_2MI8NMUGJQ_MN_17122025.png",,243 g,20,40,32,SOLD OUT,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Nutrichoice Hi-Fibre Digestive Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/085b1d93-8b9e-4f7a-b256-e5b6afb234b6_93NDEHIXC9_MN_17122025.png",High-fibre biscuits for healthy snacking,125 g,12,25,22,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia 5050 Maska Chaska Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/19/758489b2-05e3-4e4d-bec8-6c563bec8891_89_1.png",Sweet & salty butter-flavored snack,114.1 g,10,30,27,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Parle Marie Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/f48904ee-ed85-48bc-8700-99408122a857_TBK6M2YT2X_MN_17122025.png",Light teatime classic,239.7 g,11,35,31,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Good Day Cashew Cookies,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/20/f4b9c7bd-a8a2-4379-8049-436945a7e948_908_1.png",Crunchy butter cookies with roasted cashew pieces,82.7 g,,,,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia NutriChoice 5 Grain Digestive Biscuit | 0% Maida & High Fibre,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/d2277cc7-de0b-4e8f-be1b-930e13a6320a_FWZXWGPP8I_MN_17122025.png",Hearty fiber crunch,200 g,12,65,57,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Nutri Choice Hi-Fibre Digestive Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/b9390a4f-422a-4ed7-8b80-55be1a46dddf_XGTO9C20BI_MN_17122025.png",,250 g,6,60,56,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Parle Krack Jack Sweet & Salty Crackers,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/23dd359d-f715-4b8e-b04e-005c920ce118_5B2P55K9EZ_MN_17122025.png",Classic sweet and salty tea biscuits,176.4 g,,,,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Little Hearts Classic Crunch,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/20/5e23b21d-d98d-4f62-85e3-c27b45ad81c2_90_1.png",Classic sugar-dusted crunchy biscuits,79 g,16,30,25,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Nice Time Sugar Showered Coconut Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/7c0d955f-9b3f-4a8d-9d88-9ebe39d85926_IEMCM5P3YK_MN_17122025.png",Sugar-dusted coconut biscuits with a crunch,152 g,4,22,21,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Sunfeast Dark Fantasy Bourbon Classic Biscuit Made With Real Chocolate,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/2f0c3c24-c964-4e72-bd05-1ded926045c5_2ZLN7LQX4O_MN_17122025.png",Chocolate cream-filled sandwich biscuits,108 g,53,30,14,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Parle Parle G Gold Biscuits Pouch,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/2277be58-0a41-4cf5-86ae-13a38639263c_VLM5FL917H_MN_17122025.png",Classic high-energy biscuits in pouch pack,1 kg,14,142,122,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia NutriChoice Digestive Zero High Fibre Biscuits | With 0% Added Sugar & Maida,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/20/8d7bc5f3-dd6a-4dcc-9265-993a7a718206_13994_1.png","No sugar, high fiber",100 g,6,30,28,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Parle Monaco Crispy Light Salty Snack,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/006e6414-ba52-4345-ba83-441b2086a887_7ERPJ1RHWT_MN_17122025.png","Crispy, salty biscuit for everyday snacking",185.6 g,,,,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Parle Nutricrunch Digestive Cookies Pouch,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/18a70119-65c7-4f82-a532-b4415f16fcab_AOOBCHI0NH_MN_17122025.png",,1 kg,49,285,145,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Milk Bikis Sandwich Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/7d5c602a-36ee-4480-a75c-870945e64676_7Z66YMCLXN_MN_17122025.png",,188 g,8,50,46,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,"Britannia NutriChoice Oats Cookies | Diabetic Friendly, Zero Added Sugar & 0% Maida","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/cfb97a2c-ef32-4870-bfda-1be3d40b0da8_IFWA1W0CU1_MN_17122025.png",Diabetic-friendly oats cookies with no maida,150 g,12,65,57,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Sunfeast Farmlite High Fiber Digestive Pouch,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/55765571-d345-4c1d-95d7-9770ccab309d_V8Z88PBPQS_MN_17122025.png",High-fiber wheat biscuits in pouch pack,800 g,55,260,115,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Milk Bikis Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/26/217af906-1c3b-47a5-ad27-fa9a6ff308fb_biscuits_ZSC5JL4MIC_MN.png",Milky crunchy treat,500 g,8,75,69,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia The Original Bourbon - Creme Biscuit with Chocolate | Chocolatey Indulgence in Every Layer,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/90d3ba5d-840e-4434-941b-443a9f2a562c_E2ZNDNUI5F_MN_17122025.png",Iconic chocolate sandwich,100 g,,,,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Tiger Krunch Chocochip Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/02c97c2b-1add-4a30-b2e7-2512afaf2029_PK97C07FVJ_MN_17122025.png",Crunchy & Chocolatey Biscuits for Anytime Snacking,400 g,50,130,65,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia Good Day Cashew Cookies,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/20/85c0761f-04e1-4f10-9ef5-0ab70e64a1b0_14006_1.png",Buttery cashew bites,826.7 g,48,286,147,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Sunfeast Farmlite Active Oats Chocolate Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/938c8b86-7ca1-4442-8391-ea978b6b84a1_HT1OSGDDOL_MN_17122025.png",Chocolate oat biscuits for a healthy snack,150 g,13,66,57,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Sunfeast Mom's Magic Cashew & Almond Biscuits,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/29afdc54-d92d-45cc-a000-e2994714e3b7_FU47T5D7DI_MN_17122025.png",Nutty and crunchy biscuits loved by every generation,544 g,44,160,89,7 MINS,Organic,Britannia Marie Gold Biscuits
Chennai South 600041,21-12-2025,11:58:47 AM,Britannia nutri choice 100% Millets,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/10/10/5655a964-d297-46af-9b9d-127e243d1c90_NPI-045682_1_20251010_081303.png",,100 g,,,,7 MINS,Organic,Britannia Marie Gold Biscuits
